Pslack,Bus 1,Bus 2,Bus 3,Bus 4,Bus 5,Bus 6,Bus 7,Bus 8,Bus 9,Bus 10,Bus 11,System Loss
84.787,10.253,44.51,22.586,3.5911,5.2921,13.939,4.2526,1.6538,2.8823,6.3789,7.0404,2.4228
70.588,9.1099,39.546,20.067,3.1906,4.7019,12.384,3.7783,1.4693,2.5609,5.6675,6.2552,1.8773
50.899,7.512,32.61,16.547,2.6309,3.8772,10.212,3.1156,1.2116,2.1117,4.6734,5.158,1.2543
50.492,7.4789,32.466,16.474,2.6193,3.8601,10.167,3.1018,1.2063,2.1024,4.6528,5.1353,1.243
46.926,7.1966,31.24,15.852,2.5205,3.7144,9.7833,2.9847,1.1607,2.023,4.4771,4.9414,1.0472
35.285,6.2456,27.112,13.757,2.1874,3.2235,8.4905,2.5903,1.0073,1.7557,3.8855,4.2884,0.75681
22.769,5.2138,22.633,11.485,1.826,2.691,7.0879,2.1624,0.84093,1.4656,3.2436,3.58,0.55965
2.0893,3.5037,15.21,7.7178,1.2271,1.8084,4.7631,1.4532,0.56511,0.98491,2.1797,2.4058,0.29042
-6.5487,2.7847,12.088,6.134,0.97528,1.4372,3.7856,1.1549,0.44914,0.78279,1.7324,1.9121,0.23433
-5.1786,2.8989,12.584,6.3856,1.0153,1.4962,3.9409,1.2023,0.46757,0.8149,1.8035,1.9905,0.241
7.6249,3.963,17.204,8.7296,1.388,2.0454,5.3875,1.6437,0.6392,1.114,2.4655,2.7212,0.34388
41.55,6.758,29.336,14.886,2.3668,3.488,9.1871,2.8028,1.09,1.8997,4.2043,4.6403,0.9057
62.842,8.4836,36.827,18.687,2.9712,4.3786,11.533,3.5185,1.3683,2.3848,5.2778,5.8251,1.6067
74.654,9.4378,40.97,20.789,3.3054,4.8711,12.83,3.9143,1.5222,2.653,5.8715,6.4803,2.0299
81.885,10.018,43.488,22.067,3.5086,5.1706,13.619,4.1549,1.6158,2.8161,6.2324,6.8787,2.3184
87.054,10.435,45.3,22.986,3.6547,5.3859,14.186,4.328,1.6831,2.9334,6.492,7.1652,2.5197
84.414,10.223,44.38,22.52,3.5806,5.2766,13.898,4.2402,1.6489,2.8739,6.3602,7.0198,2.4071
84.962,10.267,44.571,22.617,3.596,5.2994,13.958,4.2584,1.656,2.8863,6.3876,7.05,2.4302
79.39,9.8189,42.624,21.629,3.4389,5.0678,13.348,4.0724,1.5837,2.7602,6.1086,6.742,2.2168
76.242,9.5657,41.525,21.071,3.3502,4.9372,13.004,3.9674,1.5429,2.689,5.951,6.5682,2.0915
72.356,9.2525,40.165,20.381,3.2405,4.7755,12.578,3.8375,1.4923,2.6009,5.7562,6.3531,1.9427
72.461,9.2611,40.202,20.4,3.2435,4.7799,12.59,3.841,1.4937,2.6033,5.7615,6.359,1.9467
75.786,9.529,41.365,20.99,3.3373,4.9182,12.954,3.9521,1.5369,2.6787,5.9282,6.5429,2.0737
80.991,9.9476,43.183,21.912,3.484,5.1343,13.523,4.1257,1.6045,2.7963,6.1886,6.8304,2.2822
68.702,8.9577,38.885,19.732,3.1372,4.6233,12.177,3.7152,1.4448,2.5181,5.5727,6.1507,1.809
58.208,8.1063,35.19,17.856,2.8391,4.1839,11.02,3.3621,1.3075,2.2787,5.0431,5.5661,1.4705
43.489,6.9162,30.024,15.235,2.4223,3.5697,9.4023,2.8685,1.1155,1.9442,4.3027,4.7489,0.95528
49.667,7.4116,32.174,16.326,2.5958,3.8254,10.076,3.0739,1.1954,2.0835,4.6109,5.0891,1.2202
46.739,7.1813,31.174,15.819,2.5151,3.7065,9.7626,2.9784,1.1583,2.0187,4.4676,4.9309,1.0421
37.64,6.4383,27.949,14.182,2.2549,3.323,8.7525,2.6703,1.0384,1.8098,4.0054,4.4208,0.81073
21.968,5.1479,22.347,11.34,1.803,2.657,6.9983,2.1351,0.83031,1.4471,3.2026,3.5347,0.54571
1.4575,3.4512,14.982,7.6022,1.2087,1.7813,4.6917,1.4314,0.55665,0.97016,2.1471,2.3697,0.28519
-8.9619,2.5833,11.214,5.6904,0.90475,1.3333,3.5118,1.0714,0.41666,0.72618,1.6071,1.7738,0.22463
-9.9799,2.4983,10.845,5.5031,0.87497,1.2894,3.3963,1.0362,0.40295,0.70228,1.5542,1.7154,0.22132
-6.7222,2.7702,12.025,6.1021,0.97021,1.4298,3.7659,1.1489,0.44681,0.77872,1.7234,1.9021,0.23355
11.863,4.3139,18.727,9.5025,1.5109,2.2265,5.8645,1.7892,0.69579,1.2127,2.6838,2.9621,0.39402
32.437,6.0106,26.092,13.24,2.1051,3.1023,8.1711,2.4929,0.96945,1.6896,3.7393,4.1271,0.71158
51.989,7.6008,32.995,16.743,2.662,3.923,10.333,3.1524,1.2259,2.1366,4.7286,5.219,1.2851
58.73,8.1487,35.374,17.95,2.8539,4.2058,11.078,3.3796,1.3143,2.2906,5.0695,5.5952,1.4868
54.953,7.8419,34.042,17.274,2.7465,4.0474,10.661,3.2524,1.2648,2.2044,4.8786,5.3845,1.3713
50.077,7.445,32.319,16.4,2.6075,3.8426,10.121,3.0878,1.2008,2.0928,4.6317,5.112,1.2315
44.058,6.9627,30.225,15.337,2.4386,3.5937,9.4654,2.8878,1.123,1.9573,4.3316,4.7808,0.97015
37.104,6.3944,27.758,14.085,2.2395,3.3003,8.6929,2.6521,1.0314,1.7975,3.9781,4.3906,0.79824
31.485,5.9326,25.753,13.068,2.0778,3.062,8.065,2.4605,0.95687,1.6677,3.6908,4.0735,0.69165
31.753,5.9545,25.849,13.116,2.0855,3.0733,8.0949,2.4696,0.96041,1.6739,3.7044,4.0886,0.69721
35.561,6.2681,27.21,13.807,2.1953,3.2352,8.5212,2.5997,1.011,1.762,3.8995,4.3039,0.763
41.024,6.715,29.15,14.792,2.3518,3.4658,9.1286,2.785,1.0831,1.8876,4.1775,4.6107,0.89253
64.77,8.6397,37.505,19.031,3.0259,4.4592,11.745,3.5833,1.3935,2.4287,5.3749,5.9323,1.6716
53.548,7.7276,33.546,17.022,2.7064,3.9884,10.505,3.205,1.2464,2.1723,4.8075,5.3061,1.3299
45.764,7.1018,30.829,15.644,2.4873,3.6655,9.6546,2.9455,1.1455,1.9964,4.4182,4.8764,1.0156
34.673,6.1972,26.902,13.651,2.1704,3.1985,8.4247,2.5703,0.99954,1.7421,3.8554,4.2552,0.74366
35.795,6.2873,27.293,13.849,2.202,3.245,8.5472,2.6076,1.0141,1.7674,3.9114,4.3171,0.76827
30.195,5.8266,25.294,12.835,2.0407,3.0073,7.921,2.4166,0.93978,1.6379,3.6249,4.0008,0.66524
17.987,4.8198,20.923,10.617,1.688,2.4876,6.5522,1.999,0.77738,1.3549,2.9985,3.3094,0.48055
6.7694,3.8921,16.896,8.5734,1.3631,2.0088,5.2911,1.6142,0.62776,1.0941,2.4214,2.6725,0.33472
-9.852,2.509,10.891,5.5267,0.87871,1.2949,3.4108,1.0406,0.40467,0.70528,1.5609,1.7227,0.22171
-16.57,1.947,8.4519,4.2888,0.68189,1.0049,2.6468,0.80751,0.31403,0.54731,1.2113,1.3369,0.21117
-17.602,1.8605,8.0764,4.0982,0.6516,0.96025,2.5292,0.77163,0.30008,0.523,1.1574,1.2775,0.21135
-15.7,2.0199,8.7683,4.4493,0.70742,1.0425,2.7459,0.83774,0.32579,0.5678,1.2566,1.3869,0.21139
-3.9566,3.0007,13.026,6.6099,1.0509,1.5488,4.0793,1.2445,0.48399,0.84352,1.8668,2.0604,0.24766
14.108,4.4995,19.532,9.9113,1.5759,2.3223,6.1168,1.8661,0.72572,1.2648,2.7992,3.0895,0.4238
30.741,5.8715,25.488,12.934,2.0564,3.0305,7.982,2.4352,0.94702,1.6505,3.6528,4.0316,0.67634
39.506,6.5909,28.611,14.518,2.3083,3.4018,8.96,2.7336,1.0631,1.8527,4.1003,4.5256,0.85522
39.92,6.6248,28.758,14.593,2.3202,3.4192,9.006,2.7476,1.0685,1.8623,4.1214,4.5488,0.8653
35.867,6.2932,27.319,13.862,2.2041,3.2481,8.5553,2.6101,1.015,1.7691,3.9151,4.3211,0.76991
33.87,6.1281,26.602,13.499,2.1462,3.1629,8.3308,2.5416,0.9884,1.7226,3.8124,4.2078,0.74235
28.31,5.6693,24.611,12.488,1.9856,2.9261,7.7071,2.3513,0.9144,1.5937,3.527,3.8928,0.66394
28.013,5.6449,24.505,12.434,1.977,2.9135,7.674,2.3412,0.91047,1.5868,3.5118,3.876,0.65801
29.238,5.7481,24.952,12.662,2.0131,2.9667,7.8142,2.384,0.92711,1.6158,3.576,3.9468,0.64614
31.476,5.9318,25.75,13.066,2.0775,3.0616,8.064,2.4602,0.95675,1.6675,3.6903,4.073,0.69146
36.061,6.3091,27.388,13.897,2.2096,3.2563,8.5769,2.6167,1.0176,1.7735,3.925,4.332,0.77431
60.892,8.3255,36.141,18.339,2.9159,4.2971,11.318,3.453,1.3428,2.3404,5.1795,5.7166,1.5427
51.063,7.5254,32.668,16.577,2.6356,3.8841,10.23,3.1211,1.2138,2.1154,4.6817,5.1672,1.2589
39.813,6.6161,28.72,14.574,2.3171,3.4147,8.9942,2.744,1.0671,1.8598,4.116,4.5428,0.8627
28.764,5.7091,24.783,12.576,1.9995,2.9467,7.7613,2.3678,0.92083,1.6049,3.5518,3.9201,0.63683
24.967,5.3946,23.418,11.883,1.8894,2.7843,7.3337,2.2374,0.8701,1.5165,3.3561,3.7041,0.5994
18.654,4.8748,21.162,10.738,1.7073,2.516,6.6271,2.0218,0.78626,1.3703,3.0327,3.3472,0.49098
10.265,4.1817,18.153,9.2113,1.4646,2.1583,5.6848,1.7343,0.67447,1.1755,2.6015,2.8713,0.37417
1.841,3.4831,15.12,7.6724,1.2199,1.7977,4.7351,1.4446,0.56179,0.97912,2.1669,2.3916,0.28834
-12.34,2.301,9.9887,5.0686,0.80588,1.1876,3.1281,0.95433,0.37113,0.64683,1.4315,1.58,0.21544
-15.851,2.0072,8.7133,4.4214,0.70298,1.036,2.7287,0.83248,0.32374,0.56424,1.2487,1.3782,0.21133
-13.335,2.2178,9.6275,4.8853,0.77674,1.1447,3.015,0.91982,0.35771,0.62344,1.3797,1.5228,0.21371
3.1437,3.5913,15.59,7.9108,1.2578,1.8536,4.8822,1.4895,0.57924,1.0095,2.2342,2.4659,0.29955
44.879,7.0296,30.516,15.485,2.462,3.6282,9.5564,2.9155,1.1338,1.9761,4.3733,4.8268,0.99183
64.314,8.6028,37.345,18.95,3.013,4.4402,11.695,3.568,1.3876,2.4183,5.352,5.907,1.6561
73.636,9.3558,40.613,20.609,3.2767,4.8288,12.719,3.8803,1.509,2.63,5.8204,6.424,1.991
83.683,10.165,44.126,22.391,3.56,5.2463,13.819,4.2158,1.6395,2.8574,6.3237,6.9795,2.3765
86.966,10.428,45.269,22.971,3.6523,5.3823,14.177,4.3251,1.682,2.9314,6.4876,7.1604,2.5159
86.948,10.427,45.263,22.968,3.6518,5.3816,14.175,4.3245,1.6817,2.931,6.4867,7.1594,2.5151
90.47,10.709,46.488,23.589,3.7506,5.5272,14.558,4.4415,1.7272,3.0103,6.6622,7.3531,2.6698
93.705,10.968,47.61,24.159,3.8412,5.6607,14.91,4.5488,1.769,3.0831,6.8232,7.5307,2.8166
96.24,11.17,48.49,24.605,3.9121,5.7652,15.185,4.6328,1.8016,3.14,6.9492,7.6698,2.9349
97.387,11.262,48.887,24.807,3.9442,5.8125,15.31,4.6707,1.8164,3.1657,7.0061,7.7327,2.9894
97.5,11.271,48.926,24.827,3.9473,5.8171,15.322,4.6745,1.8179,3.1683,7.0117,7.7388,2.9948
93.187,10.926,47.431,24.068,3.8267,5.6393,14.854,4.5316,1.7623,3.0714,6.7974,7.5023,2.7928
102.64,11.68,50.703,25.729,4.0907,6.0284,15.878,4.8443,1.8839,3.2833,7.2664,8.02,3.2459
84.564,10.236,44.433,22.546,3.5848,5.2828,13.915,4.2451,1.6509,2.8773,6.3677,7.0281,2.4134
66.324,8.7654,38.051,19.308,3.0699,4.5241,11.916,3.6354,1.4138,2.464,5.4531,6.0186,1.725
46.131,7.1317,30.959,15.71,2.4978,3.6809,9.6952,2.9579,1.1503,2.0048,4.4368,4.8969,1.0255
46.064,7.1263,30.935,15.698,2.4958,3.6781,9.6878,2.9556,1.1494,2.0032,4.4334,4.8932,1.0237
39.668,6.6042,28.669,14.547,2.313,3.4086,8.9781,2.7391,1.0652,1.8565,4.1086,4.5347,0.85916
31.022,5.8945,25.588,12.984,2.0645,3.0423,8.0133,2.4447,0.95073,1.657,3.6671,4.0474,0.68208
19.114,4.9127,21.326,10.822,1.7206,2.5356,6.6786,2.0375,0.79237,1.381,3.0563,3.3732,0.49828
-1.3861,3.2147,13.955,7.0813,1.1259,1.6592,4.3703,1.3333,0.51851,0.90368,2,2.2074,0.26384
-8.3808,2.6318,11.425,5.7973,0.92174,1.3584,3.5778,1.0915,0.42448,0.73982,1.6373,1.8071,0.22673
-6.9786,2.7488,11.933,6.055,0.96272,1.4187,3.7369,1.1401,0.44336,0.77271,1.7101,1.8874,0.23241
7.8168,3.9789,17.273,8.7647,1.3935,2.0536,5.4092,1.6503,0.64176,1.1185,2.4754,2.7321,0.34597
48.797,7.3407,31.866,16.17,2.571,3.7888,9.9793,3.0445,1.184,2.0635,4.5668,5.0404,1.1965
69.281,9.0044,39.088,19.835,3.1536,4.6474,12.241,3.7345,1.4523,2.5312,5.6018,6.1827,1.8298
82.483,10.066,43.697,22.173,3.5254,5.1954,13.684,4.1748,1.6236,2.8296,6.2623,6.9117,2.3434
94.637,11.042,47.934,24.323,3.8673,5.6992,15.011,4.5797,1.781,3.104,6.8695,7.5819,2.8598
103.65,11.761,51.055,25.907,4.1191,6.0702,15.989,4.8778,1.8969,3.3061,7.3168,8.0755,3.2969
107.94,12.101,52.532,26.656,4.2383,6.2459,16.451,5.019,1.9518,3.4018,7.5285,8.3092,3.5169
109.25,12.206,52.987,26.887,4.275,6.3,16.594,5.0625,1.9687,3.4312,7.5937,8.3812,3.5843
112.48,12.462,54.099,27.451,4.3647,6.4321,16.942,5.1687,2.01,3.5032,7.753,8.557,3.7573
112.04,12.427,53.946,27.374,4.3524,6.414,16.894,5.1541,2.0044,3.4933,7.7312,8.5329,3.7333
110.54,12.309,53.432,27.113,4.3109,6.3529,16.733,5.105,1.9853,3.46,7.6575,8.4516,3.653
103.84,11.775,51.118,25.939,4.1241,6.0777,16.008,4.8838,1.8993,3.3102,7.3258,8.0855,3.3061
91.494,10.791,46.843,23.77,3.7793,5.5695,14.67,4.4755,1.7405,3.0334,6.7132,7.4094,2.7158
96.15,11.163,48.458,24.589,3.9096,5.7615,15.175,4.6298,1.8005,3.138,6.9447,7.6649,2.9307
81.938,10.022,43.507,22.077,3.5101,5.1728,13.625,4.1567,1.6165,2.8173,6.2351,6.8817,2.3206
66.516,8.781,38.118,19.342,3.0754,4.5321,11.937,3.6419,1.4163,2.4684,5.4628,6.0293,1.7318
47.937,7.2789,31.598,16.034,2.5493,3.7568,9.8952,3.0189,1.174,2.0461,4.5283,4.9979,1.0752
48.603,7.3249,31.797,16.135,2.5654,3.7806,9.9578,3.038,1.1814,2.0591,4.557,5.0295,1.1912
44.063,6.9631,30.227,15.338,2.4387,3.5938,9.4659,2.8879,1.1231,1.9574,4.3319,4.7811,0.97027
33.795,6.122,26.576,13.485,2.1441,3.1597,8.3225,2.5391,0.98742,1.7209,3.8086,4.2036,0.74073
22.394,5.1829,22.499,11.417,1.8152,2.6751,7.0459,2.1496,0.83596,1.457,3.2244,3.5588,0.55308
1.8479,3.4837,15.123,7.6737,1.2201,1.798,4.7358,1.4448,0.56188,0.97928,2.1673,2.392,0.2884
-9.1381,2.5686,11.15,5.658,0.89959,1.3257,3.4918,1.0653,0.41429,0.72204,1.598,1.7637,0.22402
-6.6626,2.7752,12.047,6.1131,0.97195,1.4323,3.7727,1.151,0.44761,0.78012,1.7265,1.9055,0.23381
9.791,4.1425,17.982,9.1249,1.4508,2.138,5.6315,1.7181,0.66814,1.1645,2.5771,2.8444,0.36851
50.751,7.5,32.557,16.521,2.6267,3.8709,10.196,3.1106,1.2097,2.1083,4.6659,5.1497,1.2502
67.297,8.8441,38.392,19.482,3.0975,4.5647,12.023,3.6681,1.4265,2.4861,5.5021,6.0727,1.7591
71.33,9.1698,39.806,20.199,3.2116,4.7328,12.466,3.8032,1.479,2.5777,5.7047,6.2963,1.9046
77.763,9.6881,42.056,21.341,3.3931,5.0003,13.17,4.0181,1.5626,2.7234,6.0271,6.6522,2.1514
78.891,9.7788,42.45,21.54,3.4248,5.0471,13.294,4.0557,1.5772,2.7489,6.0836,6.7145,2.1966
76.802,9.6108,41.72,21.17,3.366,4.9604,13.065,3.986,1.5501,2.7016,5.979,6.5991,2.1134
73.337,9.3316,40.509,20.555,3.2682,4.8163,12.686,3.8703,1.5051,2.6232,5.8054,6.4074,1.9797
71.494,9.1831,39.864,20.228,3.2162,4.7396,12.484,3.8086,1.4811,2.5814,5.713,6.3054,1.9107
68.988,8.9807,38.986,19.782,3.1453,4.6352,12.209,3.7247,1.4485,2.5245,5.5871,6.1665,1.8192
69.295,9.0055,39.093,19.837,3.154,4.648,12.243,3.735,1.4525,2.5315,5.6025,6.1835,1.8303
71.373,9.1733,39.821,20.207,3.2128,4.7346,12.471,3.8046,1.4796,2.5787,5.7069,6.2987,1.9062
79.203,9.8039,42.559,21.596,3.4336,5.0601,13.328,4.0661,1.5813,2.7559,6.0992,6.7317,2.2092
90.188,10.686,46.39,23.54,3.7427,5.5155,14.528,4.4321,1.7236,3.004,6.6482,7.3376,2.6572
76.998,9.6266,41.789,21.205,3.3715,4.9685,13.087,3.9926,1.5527,2.7061,5.9889,6.6099,2.1212
65.417,8.6921,37.732,19.147,3.0442,4.4862,11.816,3.605,1.4019,2.4434,5.4075,5.9683,1.6937
47.123,7.2126,31.31,15.888,2.5261,3.7226,9.8051,2.9914,1.1633,2.0275,4.4871,4.9524,1.0526
48.645,7.3284,31.812,16.143,2.5666,3.7824,9.9625,3.0394,1.182,2.06,4.5591,5.0319,1.1924
45.116,7.049,30.6,15.527,2.4688,3.6382,9.5827,2.9235,1.1369,1.9815,4.3853,4.8401,0.99816
36.195,6.32,27.435,13.921,2.2135,3.2619,8.5917,2.6212,1.0194,1.7766,3.9318,4.3395,0.77734
24.47,5.3538,23.241,11.793,1.8751,2.7632,7.2782,2.2205,0.86351,1.505,3.3307,3.6761,0.59023
3.6434,3.6328,15.77,8.0022,1.2723,1.875,4.9386,1.5067,0.58593,1.0212,2.26,2.4944,0.30405
-7.7165,2.6872,11.665,5.9194,0.94115,1.387,3.6532,1.1145,0.43343,0.7554,1.6718,1.8452,0.22931
-5.8047,2.8467,12.358,6.2706,0.997,1.4693,3.87,1.1807,0.45915,0.80023,1.771,1.9547,0.23785
8.2397,4.014,17.425,8.8418,1.4058,2.0717,5.4568,1.6648,0.64742,1.1284,2.4972,2.7561,0.35065
50.252,7.4593,32.381,16.431,2.6125,3.85,10.141,3.0937,1.2031,2.0969,4.6406,5.1218,1.2363
67.155,8.8326,38.342,19.456,3.0934,4.5587,12.007,3.6633,1.4246,2.4829,5.4949,6.0648,1.7541
73.852,9.3732,40.689,20.647,3.2828,4.8378,12.742,3.8875,1.5118,2.6349,5.8313,6.436,1.9992
78.954,9.7839,42.472,21.552,3.4266,5.0497,13.301,4.0578,1.578,2.7503,6.0867,6.718,2.1991
79.302,9.8119,42.594,21.613,3.4364,5.0642,13.339,4.0694,1.5826,2.7582,6.1042,6.7372,2.2132
76.651,9.5986,41.668,21.144,3.3617,4.9541,13.049,3.981,1.5482,2.6982,5.9715,6.5908,2.1075
74.545,9.429,40.932,20.77,3.3023,4.8666,12.818,3.9107,1.5208,2.6506,5.866,6.4743,2.0257
73.653,9.3571,40.619,20.612,3.2772,4.8295,12.721,3.8808,1.5092,2.6303,5.8213,6.4249,1.9916
72.455,9.2606,40.2,20.399,3.2433,4.7796,12.589,3.8408,1.4936,2.6032,5.7612,6.3586,1.9465
71.508,9.1842,39.869,20.231,3.2166,4.7402,12.485,3.8091,1.4813,2.5817,5.7137,6.3062,1.9112
72.308,9.2487,40.149,20.373,3.2392,4.7735,12.573,3.8359,1.4917,2.5999,5.7538,6.3505,1.941
75.711,9.523,41.339,20.977,3.3352,4.9151,12.946,3.9496,1.536,2.677,5.9244,6.5388,2.0708
90.038,10.674,46.337,23.513,3.7385,5.5093,14.511,4.4271,1.7217,3.0006,6.6407,7.3294,2.6505
80.698,9.9241,43.08,21.86,3.4757,5.1221,13.491,4.116,1.6007,2.7897,6.174,6.8142,2.2701
67.122,8.83,38.331,19.45,3.0925,4.5574,12.004,3.6622,1.4242,2.4822,5.4933,6.063,1.753
49.505,7.3985,32.117,16.297,2.5912,3.8186,10.058,3.0685,1.1933,2.0797,4.6027,5.08,1.2157
47.971,7.2817,31.61,16.04,2.5503,3.7583,9.8991,3.0201,1.1745,2.0469,4.5301,4.9999,1.0762
44.558,7.0035,30.402,15.427,2.4528,3.6147,9.5208,2.9047,1.1296,1.9687,4.357,4.8088,0.98332
35.261,6.2435,27.103,13.753,2.1867,3.2225,8.4878,2.5895,1.007,1.7551,3.8842,4.287,0.75626
23.012,5.2338,22.72,11.529,1.8331,2.7013,7.1151,2.1707,0.84417,1.4713,3.2561,3.5937,0.56395
2.0047,3.4967,15.179,7.7024,1.2246,1.8047,4.7536,1.4502,0.56398,0.98294,2.1754,2.401,0.28971
-8.2122,2.6459,11.486,5.8282,0.92667,1.3656,3.5969,1.0974,0.42675,0.74377,1.6461,1.8168,0.22736
-7.4842,2.7066,11.75,5.9621,0.94794,1.397,3.6795,1.1226,0.43655,0.76085,1.6838,1.8585,0.23026
7.3385,3.9393,17.101,8.6774,1.3797,2.0332,5.3553,1.6338,0.63537,1.1074,2.4507,2.7049,0.34078
47.113,7.2117,31.306,15.886,2.5258,3.7222,9.804,2.991,1.1632,2.0273,4.4866,4.9518,1.0524
64.058,8.582,37.255,18.904,3.0057,4.4294,11.667,3.5594,1.3842,2.4125,5.3391,5.8927,1.6474
71.609,9.1923,39.904,20.248,3.2194,4.7444,12.496,3.8125,1.4826,2.584,5.7187,6.3118,1.9149
83.616,10.159,44.102,22.379,3.5581,5.2436,13.811,4.2136,1.6386,2.8559,6.3204,6.9758,2.3737
88.639,10.562,45.851,23.266,3.6992,5.4515,14.359,4.3807,1.7036,2.9691,6.571,7.2524,2.5887
89.756,10.652,46.239,23.463,3.7306,5.4977,14.48,4.4178,1.718,2.9943,6.6266,7.3139,2.638
91.427,10.785,46.82,23.758,3.7774,5.5667,14.662,4.4732,1.7396,3.0319,6.7098,7.4057,2.7127
91.932,10.826,46.995,23.847,3.7916,5.5876,14.717,4.49,1.7461,3.0432,6.735,7.4334,2.7356
93.639,10.962,47.588,24.147,3.8393,5.658,14.903,4.5466,1.7681,3.0816,6.8199,7.5271,2.8136
95.192,11.086,48.126,24.421,3.8828,5.722,15.071,4.598,1.7881,3.1165,6.8971,7.6123,2.8857
93.484,10.95,47.534,24.12,3.835,5.6516,14.886,4.5414,1.7661,3.0781,6.8122,7.5186,2.8064
83.957,10.187,44.221,22.439,3.5677,5.2577,13.848,4.2249,1.643,2.8636,6.3374,6.9946,2.3879
86.981,10.429,45.274,22.973,3.6527,5.3829,14.178,4.3255,1.6822,2.9318,6.4883,7.1612,2.5165
72.231,9.2425,40.122,20.359,3.237,4.7703,12.565,3.8333,1.4907,2.5981,5.7499,6.3462,1.9381
58.677,8.1443,35.355,17.94,2.8524,4.2035,11.072,3.3778,1.3136,2.2894,5.0667,5.5922,1.4852
44.814,7.0244,30.493,15.473,2.4602,3.6255,9.5493,2.9133,1.133,1.9746,4.37,4.8232,0.99012
47.208,7.2195,31.34,15.903,2.5285,3.7262,9.8146,2.9943,1.1644,2.0295,4.4914,4.9572,1.055
45.403,7.0724,30.701,15.579,2.477,3.6502,9.6145,2.9332,1.1407,1.9881,4.3999,4.8561,1.0058
32.918,6.0501,26.263,13.327,2.1189,3.1226,8.2248,2.5093,0.97582,1.7007,3.7639,4.1542,0.72181
19.623,4.9547,21.508,10.914,1.7353,2.5573,6.7356,2.0549,0.79914,1.3928,3.0824,3.4021,0.50648
-1.7041,3.1883,13.84,7.0231,1.1166,1.6456,4.3343,1.3223,0.51424,0.89625,1.9835,2.1892,0.26168
-13.415,2.2111,9.5986,4.8706,0.77441,1.1412,3.0059,0.91707,0.35664,0.62157,1.3756,1.5183,0.21359
-12.858,2.2577,9.8007,4.9732,0.79072,1.1653,3.0692,0.93638,0.36415,0.63466,1.4046,1.5502,0.21449
-9.0537,2.5756,11.181,5.6735,0.90206,1.3294,3.5014,1.0682,0.41542,0.72402,1.6023,1.7685,0.22431
7.2893,3.9352,17.083,8.6684,1.3782,2.0311,5.3497,1.6321,0.63471,1.1062,2.4482,2.7021,0.34025
27.501,5.6029,24.322,12.342,1.9623,2.8918,7.6168,2.3238,0.90369,1.575,3.4857,3.8471,0.64787
47.907,7.2765,31.587,16.028,2.5484,3.7556,9.892,3.0179,1.1736,2.0455,4.5268,4.9963,1.0744
58.087,8.0964,35.147,17.835,2.8356,4.1788,11.007,3.358,1.3059,2.276,5.0369,5.5593,1.4667
60.207,8.27,35.9,18.217,2.8964,4.2684,11.243,3.43,1.3339,2.3247,5.1449,5.6785,1.5206
57.546,8.0525,34.956,17.738,2.8202,4.1561,10.947,3.3398,1.2988,2.2636,5.0096,5.5292,1.4499
53.858,7.7528,33.655,17.078,2.7153,4.0015,10.54,3.2155,1.2505,2.1794,4.8232,5.3234,1.339
50.141,7.4502,32.342,16.411,2.6093,3.8453,10.128,3.09,1.2017,2.0943,4.6349,5.1156,1.2332
48.283,7.307,31.72,16.096,2.5591,3.7714,9.9335,3.0306,1.1786,2.0541,4.5459,5.0173,1.0849
47.839,7.2709,31.563,16.016,2.5465,3.7527,9.8845,3.0156,1.1727,2.0439,4.5234,4.9925,1.0725
49.188,7.3726,32.005,16.24,2.5821,3.8052,10.023,3.0578,1.1891,2.0725,4.5866,5.0623,1.2071
48.184,7.299,31.685,16.078,2.5563,3.7672,9.9226,3.0272,1.1773,2.0518,4.5409,5.0118,1.0822
63.503,8.5372,37.06,18.805,2.99,4.4063,11.606,3.5408,1.377,2.3998,5.3111,5.8619,1.6288
49.644,7.4098,32.166,16.322,2.5951,3.8244,10.073,3.0732,1.1951,2.0829,4.6098,5.0878,1.2196
40.089,6.6386,28.818,14.623,2.325,3.4264,9.0248,2.7533,1.0707,1.8662,4.13,4.5583,0.86944
28.031,5.6465,24.511,12.438,1.9776,2.9143,7.6761,2.3419,0.91072,1.5873,3.5128,3.8771,0.65838
29.721,5.7878,25.125,12.749,2.0271,2.9872,7.8682,2.4005,0.93351,1.627,3.6007,3.9741,0.65574
24.004,5.3154,23.074,11.709,1.8616,2.7435,7.2261,2.2046,0.85733,1.4942,3.3068,3.6498,0.58173
13.607,4.4581,19.353,9.8202,1.5614,2.301,6.0606,1.849,0.71905,1.2532,2.7735,3.0611,0.41696
1.9711,3.4939,15.167,7.6962,1.2237,1.8033,4.7498,1.4491,0.56353,0.98215,2.1736,2.399,0.28943
-14.929,2.0844,9.0485,4.5915,0.73003,1.0758,2.8337,0.86451,0.3362,0.58594,1.2968,1.4312,0.21187
-20.048,1.6554,7.186,3.6464,0.57977,0.85439,2.2504,0.68656,0.267,0.46534,1.0298,1.1366,0.2137
-19.93,1.6653,7.229,3.6682,0.58323,0.8595,2.2638,0.69067,0.26859,0.46812,1.036,1.1434,0.21353
-18.977,1.7452,7.5758,3.8442,0.61121,0.90073,2.3725,0.7238,0.28148,0.49058,1.0857,1.1983,0.21234
-7.7577,2.6838,11.65,5.9118,0.93995,1.3852,3.6485,1.1131,0.43287,0.75443,1.6696,1.8428,0.22914
